Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,00055756,$10.00 ,7,9,5,6,$5.00 ,$8.57 ,$7.56 ,$9.00 ,17,40,13,34,38,6,16,15,S,1,,F,U,$0.00 
1,00055840,$16.00 ,4,6,2,3,$10.00 ,$15.00 ,$17.50 ,$17.50 ,22,45,7,24,33,5,15,15,A,1,50,M,H,"$46,324.00 "
0,00011053,,2,19,0,4,$10.00 ,$11.00 ,$8.37 ,,18,124,28,48,97,4,4,29,A,0,71,F,U,$0.00 
0,00055953,,1,3,1,2,$30.00 ,$30.00 ,$25.00 ,$30.00 ,17,44,13,32,38,6,15,15,A,0,45,M,H,"$37,760.00 "
0,00056035,,3,3,1,1,$20.00 ,$15.33 ,$15.33 ,$16.00 ,18,31,12,26,25,6,12,10,A,0,,F,U,"$31,742.00 "
0,00056038,,1,11,0,3,$14.00 ,$14.00 ,$12.73 ,,16,105,12,30,66,5,5,26,A,0,,M,U,$0.00 
1,00056049,$14.00 ,3,8,3,6,$10.00 ,$11.67 ,$9.50 ,$11.67 ,17,76,11,27,48,4,12,18,A,0,70,F,U,"$37,038.00 "
0,00189047,,6,22,5,13,$5.00 ,$8.50 ,$6.59 ,$8.60 ,4,99,14,36,76,6,17,28,S,1,75,U,U,"$37,038.00 "
1,00191296,$9.00 ,6,14,4,9,$10.00 ,$10.00 ,$9.07 ,$10.00 ,17,113,14,36,69,6,17,30,S,1,50,F,U,"$28,268.00 "
0,00056075,,1,6,1,4,$20.00 ,$20.00 ,$10.17 ,$20.00 ,21,56,13,30,46,6,13,17,A,0,64,M,H,"$28,268.00 "
1,00054600,$15.00 ,2,5,1,3,$15.00 ,$12.00 ,$8.30 ,$15.00 ,18,68,11,29,42,5,12,17,A,0,17,F,H,"$28,268.00 "
1,00056113,$5.00 ,6,39,4,24,$10.00 ,$6.33 ,$4.10 ,$6.75 ,21,127,13,33,84,6,17,35,S,1,52,M,U,"$39,632.00 "
1,00056120,$15.00 ,3,27,1,14,$15.00 ,$11.33 ,$6.63 ,$11.00 ,15,123,13,34,75,5,15,32,A,1,,F,U,$0.00 
1,00056124,$20.00 ,2,6,1,2,$20.00 ,$22.50 ,$15.00 ,$25.00 ,25,53,13,33,45,6,17,19,A,0,46,M,H,$0.00 
1,00056169,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,8,18,16,3,7,6,N,0,,F,H,"$38,292.00 "
0,00056218,,3,4,1,2,$18.00 ,$14.00 ,$11.75 ,$11.00 ,18,45,14,31,38,6,13,13,A,0,69,M,U,"$37,232.00 "
0,00056310,,2,2,1,1,$20.00 ,$12.50 ,$12.50 ,$5.00 ,27,33,9,25,23,4,11,10,A,0,57,M,U,"$58,063.00 "
1,00056318,$5.00 ,4,6,1,2,$10.00 ,$5.75 ,$5.17 ,$3.00 ,15,40,11,29,30,5,13,13,A,0,39,F,H,"$109,713.00 "
0,00056470,,2,19,2,15,$8.00 ,$8.00 ,$5.37 ,$8.00 ,17,128,12,28,76,5,12,28,S,1,,F,U,"$51,634.00 "
1,00056339,$5.00 ,5,27,2,15,$5.00 ,$5.20 ,$3.63 ,$4.50 ,16,128,6,21,62,3,10,25,S,1,82,F,U,"$51,634.00 "
1,00056337,$15.00 ,4,14,4,11,$15.00 ,$15.00 ,$12.07 ,$15.00 ,15,119,14,33,67,6,16,28,S,1,60,F,H,"$51,634.00 "
1,00056346,$10.00 ,4,16,2,10,$10.00 ,$10.50 ,$9.06 ,$10.00 ,24,126,10,31,70,5,15,30,A,1,55,F,H,"$43,750.00 "
1,00056367,$5.00 ,7,12,2,4,$7.00 ,$5.43 ,$5.17 ,$5.00 ,18,45,12,34,40,6,17,17,A,1,50,M,H,"$37,788.00 "
0,00056774,,1,1,1,1,$33.00 ,$33.00 ,$33.00 ,$33.00 ,16,16,12,17,14,5,7,6,F,0,35,M,H,"$46,240.00 "
0,00056379,,8,11,5,6,$10.00 ,$13.75 ,$12.09 ,$14.00 ,19,53,14,32,38,6,15,14,S,1,,M,H,"$35,625.00 "
0,00056398,,7,8,4,5,$15.00 ,$6.71 ,$6.25 ,$5.25 ,18,37,13,30,31,6,15,14,S,1,,F,U,"$36,683.00 "
0,00056404,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,16,16,11,16,13,4,6,5,F,0,51,M,H,"$40,156.00 "
1,00056407,$20.00 ,3,17,2,8,$20.00 ,$19.33 ,$10.65 ,$19.00 ,15,121,14,32,72,6,16,31,A,1,70,F,U,"$37,031.00 "
0,00056416,,2,3,1,1,$12.00 ,$11.00 ,$10.67 ,$10.00 ,18,23,12,23,21,6,11,9,N,0,,M,U,$0.00 
0,00010162,,0,10,0,3,$0.00 ,$0.00 ,$10.20 ,,7,90,25,25,79,4,4,22,A,0,69,F,U,"$41,639.00 "
1,00185464,$15.00 ,2,9,2,3,$15.00 ,$17.50 ,$11.11 ,$17.50 ,13,57,23,45,59,7,18,22,A,0,58,M,H,"$41,639.00 "
0,00056454,,5,25,2,15,$5.00 ,$5.00 ,$3.64 ,$5.00 ,17,126,12,31,72,5,15,31,S,1,78,F,U,"$49,810.00 "
0,00056452,,2,14,1,7,$14.00 ,$14.00 ,$11.64 ,$14.00 ,17,116,13,32,71,6,15,31,S,1,68,F,H,"$49,810.00 "
1,00056451,$8.00 ,5,35,4,22,$6.00 ,$9.20 ,$7.80 ,$9.00 ,18,129,13,35,87,6,17,34,S,1,59,M,U,"$49,810.00 "
0,00056441,,2,4,1,2,$30.00 ,$27.50 ,$19.25 ,$30.00 ,15,56,15,33,46,6,14,17,A,0,,U,U,"$49,810.00 "
1,00056479,$4.00 ,6,16,5,10,$3.00 ,$4.00 ,$3.31 ,$4.20 ,18,93,12,28,57,6,15,23,S,1,71,F,H,"$16,564.00 "
0,00056485,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,26,F,U,"$45,928.00 "
0,00056525,,6,10,4,5,$12.00 ,$11.17 ,$10.00 ,$11.00 ,16,44,12,33,40,6,17,17,A,1,61,M,H,"$47,412.00 "
0,00056585,,5,7,3,3,$4.00 ,$4.80 ,$4.57 ,$4.33 ,17,31,12,27,26,6,13,11,A,1,63,M,H,"$26,021.00 "
0,00056599,,2,7,1,3,$18.00 ,$19.00 ,$13.43 ,$20.00 ,15,65,12,31,50,5,15,20,L,0,53,M,H,"$27,204.00 "
0,00056609,,5,6,4,4,$4.00 ,$4.60 ,$4.33 ,$4.75 ,16,29,12,24,24,6,12,10,A,1,63,F,H,"$39,233.00 "
0,00056640,,2,2,2,2,$16.00 ,$13.00 ,$13.00 ,$13.00 ,23,29,10,23,23,4,10,9,A,0,45,F,H,"$41,069.00 "
0,00056630,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,16,16,12,17,14,5,5,6,F,0,66,F,H,"$41,069.00 "
1,00056674,$15.00 ,4,6,1,2,$15.00 ,$8.50 ,$6.67 ,$8.00 ,18,40,11,27,26,6,15,14,A,1,76,M,H,"$28,542.00 "
1,00056700,$20.00 ,1,6,0,2,$20.00 ,$20.00 ,$12.33 ,,19,52,13,32,42,6,6,18,A,0,,M,U,$0.00 
1,00056697,$10.00 ,7,10,5,6,$10.00 ,$9.00 ,$7.70 ,$8.60 ,19,44,12,30,35,6,15,15,A,1,51,F,H,"$41,886.00 "
0,00056696,,4,4,1,1,$10.00 ,$6.75 ,$6.75 ,$5.00 ,18,30,12,26,22,6,12,10,A,1,39,M,H,"$41,886.00 "
0,00008585,,0,12,0,2,$15.00 ,$0.00 ,$10.42 ,,6,53,32,32,65,5,5,14,A,0,47,M,U,"$43,588.00 "
0,00056722,,1,8,0,3,$21.00 ,$21.00 ,$8.25 ,,18,69,15,31,52,6,6,18,A,1,69,M,U,"$43,588.00 "
0,00056843,,2,9,0,5,$15.00 ,$14.50 ,$10.56 ,,19,119,15,31,57,6,6,23,A,0,61,F,U,"$43,211.00 "
1,00056787,$13.00 ,3,12,1,7,$13.00 ,$13.00 ,$9.67 ,$11.00 ,19,80,13,34,62,5,15,24,A,1,32,M,H,"$60,483.00 "
0,00056783,,2,6,2,4,$21.00 ,$18.00 ,$12.00 ,$18.00 ,16,68,14,32,52,6,15,21,A,0,52,M,H,"$60,483.00 "
1,00186773,$8.00 ,5,34,5,16,$8.00 ,$5.80 ,$4.85 ,$5.80 ,7,92,12,33,70,5,16,26,S,1,,F,H,"$60,483.00 "
1,00056816,$10.00 ,3,10,0,5,$10.00 ,$12.00 ,$7.30 ,,16,77,7,28,50,3,3,19,S,1,77,F,U,$0.00 
0,00056834,,4,12,2,4,$17.00 ,$16.00 ,$12.83 ,$16.00 ,18,81,15,36,63,6,17,24,A,0,75,M,H,"$75,367.00 "
1,00056833,$20.00 ,2,7,1,4,$20.00 ,$20.00 ,$12.71 ,$20.00 ,20,57,13,33,48,6,15,18,A,1,46,F,H,"$75,367.00 "
1,00056831,$15.00 ,2,6,1,3,$15.00 ,$11.50 ,$9.17 ,$15.00 ,17,45,14,35,39,6,17,17,A,0,30,M,H,"$75,367.00 "
0,00056845,,2,12,1,5,$50.00 ,$25.00 ,$15.83 ,$25.00 ,18,122,13,34,74,6,16,30,A,0,44,F,U,"$55,792.00 "
1,00056449,$5.00 ,5,14,4,10,$5.00 ,$5.40 ,$6.93 ,$5.50 ,15,130,14,28,64,6,13,25,A,1,,F,U,$0.00 
0,00056863,,1,18,1,12,$10.00 ,$10.00 ,$4.50 ,$10.00 ,18,125,7,25,63,3,11,28,A,1,,F,H,"$47,310.00 "
1,00056860,$24.00 ,2,8,1,3,$24.00 ,$17.00 ,$11.25 ,$24.00 ,16,80,14,34,56,6,15,22,A,0,31,F,U,"$47,310.00 "
1,00056886,$12.00 ,8,11,7,8,$6.00 ,$7.13 ,$6.64 ,$7.14 ,15,41,11,30,34,5,15,14,S,1,71,M,H,"$65,232.00 "
0,00062891,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,15,13,4,6,5,F,0,51,M,H,"$68,159.00 "
0,00056903,,5,5,3,3,$20.00 ,$20.00 ,$20.00 ,$20.00 ,15,32,14,32,30,6,15,13,S,1,41,M,U,"$88,241.00 "
0,00056951,,1,13,1,11,$20.00 ,$20.00 ,$6.54 ,$20.00 ,26,130,9,27,65,4,12,27,A,1,,F,U,$0.00 
0,00190891,,3,15,2,7,$15.00 ,$11.67 ,$9.27 ,$12.50 ,16,91,14,34,59,5,14,24,S,1,66,M,U,$0.00 
0,00049877,,5,10,4,8,$15.00 ,$12.80 ,$10.60 ,$12.25 ,17,64,14,34,58,6,16,20,S,1,41,M,H,"$60,845.00 "
1,00057899,$10.00 ,2,29,1,16,$20.00 ,$20.00 ,$10.55 ,$20.00 ,24,128,12,33,84,6,16,36,S,1,,F,U,$0.00 
1,00057039,$5.00 ,11,43,8,25,$5.00 ,$5.27 ,$4.30 ,$5.13 ,17,128,10,31,84,5,16,35,S,1,68,F,H,"$27,089.00 "
0,00057036,,2,12,2,8,$12.00 ,$12.50 ,$9.67 ,$12.50 ,18,75,8,25,47,4,13,18,S,1,57,M,H,"$27,089.00 "
1,00057052,$29.00 ,2,7,1,6,$24.00 ,$21.00 ,$16.57 ,$18.00 ,20,76,13,32,56,6,16,22,A,1,50,U,H,"$58,413.00 "
1,00057058,$25.00 ,6,10,2,3,$12.00 ,$11.83 ,$11.10 ,$11.50 ,15,53,14,36,46,6,17,19,A,1,77,M,H,"$35,412.00 "
0,00057069,,2,4,1,2,$31.00 ,$30.00 ,$25.25 ,$29.00 ,18,44,13,35,41,6,17,18,A,0,,F,U,$0.00 
1,00057092,$36.00 ,3,6,2,5,$40.00 ,$34.67 ,$23.67 ,$36.00 ,16,52,15,37,50,6,17,20,S,1,44,M,H,"$46,974.00 "
1,00057087,$15.00 ,3,3,2,2,$15.00 ,$11.67 ,$11.67 ,$10.00 ,18,33,13,31,28,6,14,12,A,0,51,M,H,"$46,974.00 "
1,00057119,$20.00 ,0,11,0,9,$18.00 ,$0.00 ,$10.55 ,,25,126,11,11,70,6,6,31,A,1,76,M,H,"$43,423.00 "
1,00057151,$26.00 ,2,10,0,2,$21.00 ,$20.50 ,$15.90 ,,26,63,10,32,52,5,5,21,A,0,61,F,U,"$42,819.00 "
1,00013292,$10.00 ,2,28,2,19,$10.00 ,$7.50 ,$6.36 ,$7.50 ,10,120,27,46,91,5,13,31,A,1,,F,U,$0.00 
1,00057162,$20.00 ,2,4,1,2,$15.00 ,$13.00 ,$11.50 ,$15.00 ,18,41,12,31,32,6,14,13,A,0,42,F,U,"$45,560.00 "
0,00057195,,3,3,1,1,$20.00 ,$16.67 ,$16.67 ,$5.00 ,20,33,13,29,28,6,13,11,A,0,47,F,H,"$30,032.00 "
0,00054692,,2,21,1,12,$10.00 ,$7.50 ,$3.90 ,$10.00 ,18,90,12,31,61,5,14,26,A,1,,F,U,$0.00 
0,00057241,,2,3,1,1,$16.00 ,$13.00 ,$12.00 ,$10.00 ,26,33,9,27,29,4,12,11,A,0,,F,U,$0.00 
0,00057237,,1,1,0,0,$30.00 ,$30.00 ,$30.00 ,,16,16,12,17,14,5,5,6,F,0,62,F,U,"$43,017.00 "
0,00057268,,3,20,0,10,$6.00 ,$9.00 ,$6.20 ,,15,123,13,31,73,6,6,30,S,1,42,M,H,"$35,966.00 "
0,00057269,,2,8,2,8,$15.00 ,$15.00 ,$9.63 ,$15.00 ,15,129,11,23,58,4,10,24,A,1,,M,U,"$21,558.00 "
1,00057332,$6.00 ,6,19,4,11,$6.00 ,$6.33 ,$6.11 ,$6.50 ,16,105,13,32,70,5,15,28,S,1,69,M,H,"$60,598.00 "
1,00057349,$7.00 ,6,9,2,4,$7.00 ,$6.83 ,$6.00 ,$6.50 ,16,75,13,30,43,6,14,18,A,0,31,F,U,"$39,333.00 "
0,00057375,,2,26,0,14,$15.00 ,$14.00 ,$7.69 ,,15,130,10,27,77,3,3,29,E,1,22,F,H,"$40,931.00 "
1,00057369,$5.00 ,7,13,6,9,$5.00 ,$5.57 ,$5.38 ,$5.67 ,17,67,12,28,47,6,16,20,S,1,57,F,U,"$40,931.00 "
1,00057407,$21.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,21,21,8,15,13,3,6,5,N,0,55,M,H,"$90,240.00 "
1,00057419,$10.00 ,1,4,0,3,$15.00 ,$15.00 ,$7.50 ,,26,65,10,29,42,4,4,16,A,0,35,F,H,"$72,882.00 "
0,00057412,,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,16,16,11,16,13,4,4,5,F,0,27,F,H,"$72,882.00 "
0,00057990,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,21,21,8,15,13,3,6,5,N,0,58,F,U,"$66,828.00 "
1,00057463,$10.00 ,1,7,0,5,$18.00 ,$18.00 ,$11.14 ,,24,115,9,24,55,4,4,23,A,1,71,F,H,"$45,176.00 "
1,00185572,$5.00 ,6,18,2,6,$5.00 ,$8.33 ,$7.67 ,$7.50 ,4,65,18,33,52,4,12,15,A,1,,M,U,$0.00 
1,00187628,$19.00 ,4,7,3,6,$10.00 ,$12.50 ,$10.29 ,$10.00 ,17,44,6,14,19,1,5,7,E,1,,U,U,$0.00 
0,00187589,,4,7,2,4,$15.00 ,$12.50 ,$10.86 ,$15.00 ,15,41,7,15,17,2,6,7,E,0,,U,U,$0.00 
0,00057499,,2,17,1,9,$10.00 ,$7.50 ,$5.24 ,$5.00 ,18,87,14,32,63,5,13,23,A,1,74,F,H,"$51,052.00 "
1,00057496,$25.00 ,2,8,1,2,$25.00 ,$25.00 ,$15.75 ,$25.00 ,23,77,13,34,58,6,16,23,A,0,62,M,H,"$51,052.00 "
1,00057593,$5.00 ,5,19,4,16,$20.00 ,$8.40 ,$5.74 ,$8.75 ,17,122,13,32,76,6,16,32,S,1,,M,U,"$23,500.00 "
0,00057613,,4,6,2,2,$15.00 ,$5.75 ,$6.83 ,$5.50 ,18,32,13,30,28,6,15,13,A,0,,F,U,$0.00 
1,00057647,$20.00 ,3,9,3,7,$30.00 ,$26.67 ,$17.22 ,$26.67 ,23,92,13,35,64,6,17,26,A,0,24,M,H,"$63,009.00 "
0,00057643,,4,7,4,5,$16.00 ,$29.00 ,$25.14 ,$29.00 ,16,44,13,34,43,5,16,17,A,1,,M,U,$0.00 
0,00012420,,6,17,3,10,$5.00 ,$9.67 ,$8.88 ,$11.00 ,21,67,14,35,57,6,17,22,S,1,83,F,U,"$44,888.00 "
1,00057705,$5.00 ,7,26,4,11,$5.00 ,$3.86 ,$3.58 ,$4.00 ,20,88,12,31,63,5,15,23,S,1,,F,U,$0.00 
0,00057735,,2,3,0,0,$10.00 ,$7.50 ,$7.00 ,,15,20,12,18,17,5,5,6,N,0,,M,H,"$48,085.00 "
1,00057761,$16.00 ,1,9,0,4,$16.00 ,$16.00 ,$9.22 ,,18,87,11,28,57,4,4,20,A,1,58,F,U,"$42,047.00 "
1,00057909,$10.00 ,4,4,2,2,$10.00 ,$9.25 ,$9.25 ,$10.50 ,23,32,12,26,25,6,12,10,A,0,,M,U,$0.00 
1,00057929,$10.00 ,5,13,4,10,$10.00 ,$10.00 ,$8.31 ,$10.00 ,19,93,13,32,58,6,16,24,S,1,62,F,U,"$36,735.00 "
1,00057928,$11.00 ,4,12,2,7,$13.00 ,$11.50 ,$11.08 ,$11.00 ,18,86,8,25,48,4,13,20,S,1,74,F,U,$0.00 
1,00057964,$12.00 ,4,16,3,13,$12.00 ,$10.50 ,$9.19 ,$10.67 ,16,130,9,20,55,4,9,20,S,1,71,M,U,"$40,054.00 "
1,00057963,$10.00 ,4,16,3,12,$11.00 ,$9.50 ,$8.44 ,$9.33 ,17,126,15,36,73,6,16,30,A,1,70,F,H,"$40,054.00 "
0,00057953,,3,8,3,7,$18.00 ,$17.33 ,$13.63 ,$17.33 ,16,80,16,38,60,6,17,24,A,0,70,M,H,"$40,054.00 "
0,00057940,,2,2,2,2,$20.00 ,$15.00 ,$15.00 ,$15.00 ,16,28,12,25,23,5,11,10,A,0,45,F,H,"$40,054.00 "
0,00001748,,2,3,1,2,$27.00 ,$26.00 ,$22.33 ,$25.00 ,19,33,18,36,48,7,15,18,A,0,74,M,H,"$40,054.00 "
0,00057982,,2,22,2,13,$10.00 ,$9.00 ,$8.00 ,$9.00 ,18,130,12,32,80,5,14,31,A,1,47,F,H,"$44,658.00 "
0,00057976,,3,11,1,5,$21.00 ,$19.00 ,$11.55 ,$21.00 ,16,76,13,35,57,6,17,23,A,1,76,F,H,"$44,658.00 "
1,00057992,$5.00 ,6,15,6,10,$5.00 ,$5.00 ,$4.87 ,$5.00 ,16,68,13,34,53,6,17,22,S,1,51,M,H,"$43,494.00 "
0,00058006,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,7,17,15,3,7,6,N,0,45,F,U,"$32,989.00 "
0,00058043,,2,4,0,1,$20.00 ,$15.00 ,$8.75 ,,15,40,11,29,28,5,5,12,A,0,47,M,H,"$24,102.00 "
0,00058075,,1,14,0,6,$15.00 ,$15.00 ,$9.50 ,,16,103,12,30,66,5,5,26,A,1,77,F,U,"$18,750.00 "
1,00058079,$10.00 ,2,9,1,4,$20.00 ,$18.00 ,$13.56 ,$16.00 ,25,95,11,32,62,6,16,25,A,1,,F,U,"$22,654.00 "
0,00058084,,2,6,1,2,$15.00 ,$12.50 ,$9.17 ,$10.00 ,27,81,9,26,47,4,12,18,A,0,51,U,H,"$24,084.00 "
1,00058086,$4.00 ,9,23,5,13,$2.00 ,$3.78 ,$3.26 ,$4.00 ,16,123,12,33,67,6,17,30,S,1,53,F,H,"$29,167.00 "
1,00058130,$7.00 ,5,27,4,13,$15.00 ,$7.60 ,$5.11 ,$8.00 ,17,111,7,21,65,4,13,27,S,1,,F,U,"$22,720.00 "
1,00191297,$5.00 ,8,36,4,20,$5.00 ,$7.75 ,$7.75 ,$9.25 ,15,126,5,21,74,3,12,30,S,1,,F,U,"$36,364.00 "
1,00058147,$5.00 ,4,22,0,13,$5.00 ,$5.00 ,$4.41 ,,18,130,11,30,71,5,5,30,S,1,56,M,U,$0.00 
0,00058049,,5,20,3,10,$5.00 ,$5.00 ,$4.15 ,$5.00 ,16,125,12,29,66,5,13,28,S,1,77,M,U,$0.00 
0,00058198,,6,14,2,6,$4.00 ,$4.17 ,$3.64 ,$3.75 ,15,105,14,32,59,6,15,25,S,1,,F,U,$0.00 
1,00058203,$6.00 ,6,6,3,3,$7.00 ,$5.33 ,$5.33 ,$5.67 ,18,32,7,23,22,4,11,9,A,0,53,M,U,"$28,100.00 "
0,00058105,,2,14,1,7,$21.00 ,$21.00 ,$13.79 ,$21.00 ,23,124,12,33,70,6,16,30,A,1,84,F,U,"$21,620.00 "
0,00058262,,5,25,2,11,$5.00 ,$3.40 ,$2.92 ,$4.00 ,18,105,13,32,67,6,15,26,S,1,79,F,H,"$37,165.00 "
1,00014376,$15.00 ,6,11,5,6,$10.00 ,$11.33 ,$9.45 ,$11.60 ,17,45,28,50,56,6,17,18,A,1,31,F,H,"$33,697.00 "
0,00058290,,2,11,1,8,$20.00 ,$15.00 ,$8.82 ,$10.00 ,26,127,10,31,68,5,15,30,A,1,,M,H,"$44,415.00 "
1,00058284,$4.00 ,8,16,5,6,$4.00 ,$4.13 ,$3.69 ,$3.80 ,16,67,13,34,50,6,17,21,A,0,65,F,H,"$44,415.00 "
0,00058318,,4,10,2,4,$14.00 ,$15.75 ,$12.00 ,$12.00 ,23,53,15,37,47,6,17,18,S,1,85,F,U,"$32,643.00 "
0,00058333,,1,14,0,6,$12.00 ,$12.00 ,$11.50 ,,18,92,12,27,61,4,4,20,A,1,35,M,U,"$40,104.00 "
1,00058351,$9.00 ,6,8,3,4,$8.00 ,$9.33 ,$7.75 ,$9.67 ,18,78,14,33,52,6,14,19,A,1,69,M,U,"$36,787.00 "
1,00058374,$10.00 ,4,11,2,6,$10.00 ,$12.50 ,$9.55 ,$15.00 ,15,102,19,40,79,9,19,35,A,1,79,F,H,"$41,062.00 "
1,00186358,$5.00 ,3,14,1,9,$3.00 ,$8.67 ,$5.14 ,$10.00 ,9,112,18,37,72,6,14,29,S,1,,U,H,"$41,062.00 "
0,00058412,,6,6,2,2,$3.00 ,$3.67 ,$3.67 ,$2.50 ,18,26,6,19,16,4,11,9,N,1,65,F,H,"$36,141.00 "
1,00058447,$10.00 ,4,5,3,3,$10.00 ,$10.25 ,$9.20 ,$10.33 ,16,33,14,31,29,6,15,13,A,1,67,F,U,"$53,142.00 "
1,00058463,$10.00 ,3,9,2,4,$33.00 ,$31.33 ,$21.00 ,$30.50 ,19,75,15,37,55,6,17,22,A,1,81,M,U,$0.00 
1,00058466,$5.00 ,9,12,7,9,$7.00 ,$5.44 ,$5.58 ,$5.57 ,16,51,15,33,39,6,16,16,S,1,62,M,U,$0.00 
0,00058488,,2,10,2,8,$15.00 ,$13.00 ,$8.40 ,$13.00 ,19,127,12,31,64,5,13,28,A,1,73,F,U,"$42,251.00 "
0,00058484,,4,17,2,11,$10.00 ,$5.00 ,$6.88 ,$2.50 ,20,111,11,29,69,4,13,25,A,1,41,F,H,$0.00 
0,00058499,,3,21,1,13,$10.00 ,$10.00 ,$6.81 ,$10.00 ,16,129,11,31,75,4,13,31,A,1,46,M,U,"$38,728.00 "
1,00058511,$15.00 ,2,14,2,9,$14.00 ,$14.00 ,$10.29 ,$14.00 ,17,88,15,34,66,6,15,24,S,1,70,M,U,"$37,412.00 "
0,00058525,,3,11,1,5,$50.00 ,$43.33 ,$24.55 ,$30.00 ,19,77,13,35,64,6,17,25,A,0,54,F,H,"$38,962.00 "
1,00058538,$10.00 ,2,15,0,7,$15.00 ,$15.00 ,$12.33 ,,18,93,13,34,69,6,6,26,A,1,36,F,H,"$49,375.00 "
0,00104359,,2,4,2,4,$25.00 ,$25.00 ,$25.00 ,$25.00 ,24,44,11,21,22,5,10,11,A,1,35,M,H,"$29,089.00 "
0,00058576,,7,16,4,7,$9.00 ,$9.14 ,$7.75 ,$8.75 ,19,65,12,31,51,6,17,22,S,1,51,F,H,"$38,796.00 "
0,00058573,,12,20,8,13,$4.00 ,$5.00 ,$4.90 ,$5.00 ,15,56,13,32,47,6,17,21,S,1,67,M,H,"$38,796.00 "
1,00058566,$16.00 ,2,3,1,1,$20.00 ,$8.50 ,$12.33 ,$12.00 ,15,32,13,28,26,5,11,10,A,0,74,M,H,"$38,796.00 "
1,00058597,$50.00 ,4,9,4,8,$50.00 ,$36.25 ,$25.11 ,$36.25 ,21,105,13,32,63,6,17,27,A,1,80,M,U,$0.00 
1,00058649,$10.00 ,4,4,2,2,$10.00 ,$8.75 ,$8.75 ,$10.00 ,19,31,12,27,26,6,13,11,A,0,75,F,H,"$42,920.00 "
0,00058721,,5,21,3,7,$11.00 ,$12.00 ,$7.14 ,$7.67 ,23,69,13,35,59,6,17,24,A,1,,M,U,"$39,914.00 "
1,00058728,$20.00 ,1,5,1,4,$20.00 ,$20.00 ,$10.40 ,$20.00 ,20,98,12,26,54,4,9,19,A,0,49,M,U,"$31,950.00 "
0,00058726,,5,19,3,10,$14.00 ,$11.80 ,$10.63 ,$12.33 ,17,86,14,35,71,6,17,26,S,1,60,M,U,"$31,950.00 "
1,00058725,$15.00 ,2,4,1,2,$25.00 ,$15.00 ,$15.00 ,$5.00 ,15,76,13,28,39,5,11,14,A,0,79,M,H,"$31,950.00 "
1,00058749,$14.00 ,2,36,1,16,$14.00 ,$14.50 ,$8.50 ,$15.00 ,17,129,6,16,67,3,9,27,A,1,62,U,U,"$33,047.00 "
0,00058753,,5,7,3,3,$6.00 ,$5.20 ,$5.14 ,$4.67 ,18,29,12,24,23,6,12,10,A,1,69,M,U,"$33,920.00 "
0,00058777,,3,29,1,12,$13.00 ,$14.33 ,$9.10 ,$15.00 ,20,128,13,34,81,6,16,33,S,1,69,F,U,"$47,500.00 "
1,00058786,$20.00 ,2,18,0,11,$10.00 ,$10.00 ,$6.06 ,,25,127,11,31,75,5,5,30,A,1,70,F,U,"$41,861.00 "
0,00058835,,3,12,2,10,$10.00 ,$10.00 ,$7.25 ,$10.00 ,17,126,13,28,64,6,13,27,A,1,80,M,U,"$44,605.00 "
1,00058808,$10.00 ,1,2,1,1,$6.00 ,$15.00 ,$10.50 ,$15.00 ,15,17,11,16,14,4,6,5,N,1,83,F,U,"$44,605.00 "
1,00058850,$6.00 ,4,23,1,10,$6.00 ,$6.00 ,$3.52 ,$6.00 ,17,103,13,25,56,6,11,24,S,1,75,M,H,"$39,954.00 "
0,00058882,,2,9,2,6,$30.00 ,$40.00 ,$17.11 ,$40.00 ,16,88,15,35,62,6,16,26,A,0,67,F,U,"$37,109.00 "
0,00058885,,7,9,4,5,$10.00 ,$8.43 ,$7.89 ,$8.75 ,17,41,12,31,33,6,16,15,S,1,65,F,H,"$49,219.00 "
0,00058884,,4,6,3,3,$5.00 ,$5.00 ,$5.17 ,$5.00 ,18,33,12,27,27,6,14,12,S,1,79,F,U,$0.00 
0,00058969,,2,14,1,11,$10.00 ,$12.50 ,$10.50 ,$15.00 ,15,127,12,32,75,5,14,32,L,1,,M,U,"$38,742.00 "
